"concept_code","c_name"
"I70.762","I70.762 Atherosclerosis Of Other Type Of Bypass Graft(S) Of The Extremities With Gangrene, Left Leg"
"I71.2","I71.2 Thoracic Aortic Aneurysm, Without Rupture"
"I72.2","I72.2 Aneurysm Of Renal Artery"
"I74.8","I74.8 Embolism And Thrombosis Of Other Arteries"
"I77.0","I77.0 Arteriovenous Fistula, Acquired"
"I77.810","I77.810 Thoracic Aortic Ectasia"
"I82.221","I82.221 Chronic Embolism And Thrombosis Of Inferior Vena Cava"
"I82.291","I82.291 Chronic Embolism And Thrombosis Of Other Thoracic Veins"
"I82.421","I82.421 Acute Embolism And Thrombosis Of Right Iliac Vein"
"I82.439","I82.439 Acute Embolism And Thrombosis Of Unspecified Popliteal Vein"
"I82.451","I82.451 Acute Embolism And Thrombosis Of Right Peroneal Vein"
"I82.452","I82.452 Acute Embolism And Thrombosis Of Left Peroneal Vein"
"I82.463","I82.463 Acute Embolism And Thrombosis Of Calf Muscular Vein, Bilateral"
"I82.519","I82.519 Chronic Embolism And Thrombosis Of Unspecified Femoral Vein"
"I82.599","I82.599 Chronic Embolism And Thrombosis Of Other Deep Vein Of Unspecified Lower Extremity"
"I82.602","I82.602 Acute Embolism And Thrombosis Of Unspecified Veins Of Left Upper Extremity"
"I82.A12","I82.A12 Acute Embolism And Thrombosis Of Left Axillary Vein"
"I83.022","I83.022 Varicose Veins Of Left Lower Extremity With Ulcer Of Calf"
"I83.023","I83.023 Varicose Veins Of Left Lower Extremity With Ulcer Of Ankle"
"I83.10","I83.10 Varicose Veins Of Unspecified Lower Extremity With Inflammation"
"I83.813","I83.813 Varicose Veins Of Bilateral Lower Extremities With Pain"
"I83.899","I83.899 Varicose Veins Of Unspecified Lower Extremities With Other Complications"
"I83.92","I83.92 Asymptomatic Varicose Veins Of Left Lower Extremity"
"I85.00","I85.00 Esophageal Varices Without Bleeding"
"I86.4","I86.4 Gastric Varices"
"I87.1","I87.1 Compression Of Vein"
"I87.303","I87.303 Chronic Venous Hypertension (Idiopathic) Without Complications Of Bilateral Lower Extremity"
"I87.311","I87.311 Chronic Venous Hypertension (Idiopathic) With Ulcer Of Right Lower Extremity"
"I89.0","I89.0 Lymphedema, Not Elsewhere Classified"
"I95.81","I95.81 Postprocedural Hypotension"
"I97.191","I97.191 Other Postprocedural Cardiac Functional Disturbances Following Other Surgery"
"J01.10","J01.10 Acute Frontal Sinusitis, Unspecified"
"J01.81","J01.81 Other Acute Recurrent Sinusitis"
"J03.90","J03.90 Acute Tonsillitis, Unspecified"
"J11.89","J11.89 Influenza Due To Unidentified Influenza Virus With Other Manifestations"
"J13","J13 Pneumonia Due To Streptococcus Pneumoniae"
"J14","J14 Pneumonia Due To Hemophilus Influenzae"
"J15.211","J15.211 Pneumonia Due To Methicillin Susceptible Staphylococcus Aureus"
"J15.212","J15.212 Pneumonia Due To Methicillin Resistant Staphylococcus Aureus"
"J21.0","J21.0 Acute Bronchiolitis Due To Respiratory Syncytial Virus"
"J21.1","J21.1 Acute Bronchiolitis Due To Human Metapneumovirus"
"H54.2X22","H54.2X22 Low Vision Right Eye Category 2, Low Vision Left Eye Category 2"
"H54.3","H54.3 Unqualified Visual Loss, Both Eyes"
"H57.02","H57.02 Anisocoria"
"H60.541","H60.541 Acute Eczematoid Otitis Externa, Right Ear"
"H61.23","H61.23 Impacted Cerumen, Bilateral"
"H61.91","H61.91 Disorder Of Right External Ear, Unspecified"
"H65.00","H65.00 Acute Serous Otitis Media, Unspecified Ear"
"H65.03","H65.03 Acute Serous Otitis Media, Bilateral"
"H65.90","H65.90 Unspecified Nonsuppurative Otitis Media, Unspecified Ear"
"H66.015","H66.015 Acute Suppurative Otitis Media With Spontaneous Rupture Of Ear Drum, Recurrent, Left Ear"
"H72.92","H72.92 Unspecified Perforation Of Tympanic Membrane, Left Ear"
"H72.93","H72.93 Unspecified Perforation Of Tympanic Membrane, Bilateral"
"H73.892","H73.892 Other Specified Disorders Of Tympanic Membrane, Left Ear"
"H83.3X3","H83.3X3 Noise Effects On Inner Ear, Bilateral"
"H90.3","H90.3 Sensorineural Hearing Loss, Bilateral"
"H90.6","H90.6 Mixed Conductive And Sensorineural Hearing Loss, Bilateral"
"H90.8","H90.8 Mixed Conductive And Sensorineural Hearing Loss, Unspecified"
"H90.A32","H90.A32 Mixed Conductive And Sensorineural Hearing Loss, Unilateral, Left Ear With Restricted Hearing On The Contralateral Side"
"H91.13","H91.13 Presbycusis, Bilateral"
"H92.12","H92.12 Otorrhea, Left Ear"
"H93.291","H93.291 Other Abnormal Auditory Perceptions, Right Ear"
"H93.293","H93.293 Other Abnormal Auditory Perceptions, Bilateral"
"I15.0","I15.0 Renovascular Hypertension"
"I20.0","I20.0 Unstable Angina"
"I21.19","I21.19 St Elevation (Stemi) Myocardial Infarction Involving Other Coronary Artery Of Inferior Wall"
"I21.4","I21.4 Non-St Elevation (Nstemi) Myocardial Infarction"
"I22.9","I22.9 Subsequent St Elevation (Stemi) Myocardial Infarction Of Unspecified Site"
"I25.118","I25.118 Atherosclerotic Heart Disease Of Native Coronary Artery With Other Forms Of Angina Pectoris"
"I25.710","I25.710 Atherosclerosis Of Autologous Vein Coronary Artery Bypass Graft(S) With Unstable Angina Pectoris"
"I25.760","I25.760 Atherosclerosis Of Bypass Graft Of Coronary Artery Of Transplanted Heart With Unstable Angina"
"I27.81","I27.81 Cor Pulmonale (Chronic)"
"I27.82","I27.82 Chronic Pulmonary Embolism"
"I33.0","I33.0 Acute And Subacute Infective Endocarditis"
"I35.9","I35.9 Nonrheumatic Aortic Valve Disorder, Unspecified"
"I42.6","I42.6 Alcoholic Cardiomyopathy"
"I42.7","I42.7 Cardiomyopathy Due To Drug And External Agent"
"I44.1","I44.1 Atrioventricular Block, Second Degree"
"I44.39","I44.39 Other Atrioventricular Block"
"I45.3","I45.3 Trifascicular Block"
"I46.2","I46.2 Cardiac Arrest Due To Underlying Cardiac Condition"
"I47.0","I47.0 Re-Entry Ventricular Arrhythmia"
"I47.9","I47.9 Paroxysmal Tachycardia, Unspecified"
"I48.11","I48.11 Longstanding Persistent Atrial Fibrillation"
"I48.2","I48.2 Chronic Atrial Fibrillation"
"I48.91","I48.91 Unspecified Atrial Fibrillation"
"I50.813","I50.813 Acute On Chronic Right Heart Failure"
"I50.84","I50.84 End Stage Heart Failure"
"I61.2","I61.2 Nontraumatic Intracerebral Hemorrhage In Hemisphere, Unspecified"
"I61.9","I61.9 Nontraumatic Intracerebral Hemorrhage, Unspecified"
"I63.10","I63.10 Cerebral Infarction Due To Embolism Of Unspecified Precerebral Artery"
"I63.311","I63.311 Cerebral Infarction Due To Thrombosis Of Right Middle Cerebral Artery"
"I63.313","I63.313 Cerebral Infarction Due To Thrombosis Of Bilateral Middle Cerebral Arteries"
"I63.321","I63.321 Cerebral Infarction Due To Thrombosis Of Right Anterior Cerebral Artery"
"I63.439","I63.439 Cerebral Infarction Due To Embolism Of Unspecified Posterior Cerebral Artery"
"I63.449","I63.449 Cerebral Infarction Due To Embolism Of Unspecified Cerebellar Artery"
"I65.03","I65.03 Occlusion And Stenosis Of Bilateral Vertebral Arteries"
"I66.03","I66.03 Occlusion And Stenosis Of Bilateral Middle Cerebral Arteries"
"I67.82","I67.82 Cerebral Ischemia"
"I69.10","I69.10 Unspecified Sequelae Of Nontraumatic Intracerebral Hemorrhage"
"I69.119","I69.119 Unspecified Symptoms And Signs Involving Cognitive Functions Following Nontraumatic Intracerebral Hemorrhage"
"I69.351","I69.351 Hemiplegia And Hemiparesis Following Cerebral Infarction Affecting Right Dominant Side"
"I69.365","I69.365 Other Paralytic Syndrome Following Cerebral Infarction, Bilateral"
"I69.398","I69.398 Other Sequelae Of Cerebral Infarction"
"I69.820","I69.820 Aphasia Following Other Cerebrovascular Disease"
"I70.218","I70.218 Atherosclerosis Of Native Arteries Of Extremities With Intermittent Claudication, Other Extremity"
"I70.229","I70.229 Atherosclerosis Of Native Arteries Of Extremities With Rest Pain, Unspecified Extremity"
"I70.238","I70.238 Atherosclerosis Of Native Arteries Of Right Leg With Ulceration Of Other Part Of Lower Right Leg"
"I70.244","I70.244 Atherosclerosis Of Native Arteries Of Left Leg With Ulceration Of Heel And Midfoot"
"I70.263","I70.263 Atherosclerosis Of Native Arteries Of Extremities With Gangrene, Bilateral Legs"
"I70.322","I70.322 Atherosclerosis Of Unspecified Type Of Bypass Graft(S) Of The Extremities With Rest Pain, Left Leg"
"I70.435","I70.435 Atherosclerosis Of Autologous Vein Bypass Graft(S) Of The Right Leg With Ulceration Of Other Part Of Foot"
"I70.8","I70.8 Atherosclerosis Of Other Arteries"
"I71.3","I71.3 Abdominal Aortic Aneurysm, Ruptured"
"J04.10","J04.10 Acute Tracheitis Without Obstruction"
"J11.1","J11.1 Influenza Due To Unidentified Influenza Virus With Other Respiratory Manifestations"
"J12.2","J12.2 Parainfluenza Virus Pneumonia"
"J15.20","J15.20 Pneumonia Due To Staphylococcus, Unspecified"
"J15.3","J15.3 Pneumonia Due To Streptococcus, Group B"
"J18.1","J18.1 Lobar Pneumonia, Unspecified Organism"
"J21.8","J21.8 Acute Bronchiolitis Due To Other Specified Organisms"
"J22","J22 Unspecified Acute Lower Respiratory Infection"
"J32.8","J32.8 Other Chronic Sinusitis"
"J33.0","J33.0 Polyp Of Nasal Cavity"
"J33.1","J33.1 Polypoid Sinus Degeneration"
"J35.8","J35.8 Other Chronic Diseases Of Tonsils And Adenoids"
"J41.0","J41.0 Simple Chronic Bronchitis"
"J45.21","J45.21 Mild Intermittent Asthma With (Acute) Exacerbation"
"J45.40","J45.40 Moderate Persistent, Uncomplicated"
"J45.41","J45.41 Moderate Persistent With (Acute) Exacerbation"
"J45.998","J45.998 Other Asthma"
"J47.0","J47.0 Bronchiectasis With Acute Lower Respiratory Infection"
"J60","J60 Coalworker'S Pneumoconiosis"
"J68.3","J68.3 Other Acute And Subacute Respiratory Conditions Due To Chemicals, Gases, Fumes And Vapors"
"J84.112","J84.112 Idiopathic Pulmonary Fibrosis"
"J84.114","J84.114 Acute Interstitial Pneumonitis"
"J84.116","J84.116 Cryptogenic Organizing Pneumonia"
"J86.0","J86.0 Pyothorax With Fistula"
"J91.0","J91.0 Malignant Pleural Effusion"
"J96.01","J96.01 Acute Respiratory Failure With Hypoxia"
"J96.11","J96.11 Chronic Respiratory Failure With Hypoxia"
"J98.3","J98.3 Compensatory Emphysema"
"J98.59","J98.59 Other Diseases Of Mediastinum, Not Elsewhere Classified"
"K02.9","K02.9 Dental Caries, Unspecified"
"K05.10","K05.10 Chronic Gingivitis, Plaque Induced"
"K05.5","K05.5 Other Periodontal Diseases"
"K08.50","K08.50 Unsatisfactory Restoration Of Tooth, Unspecified"
"K11.21","K11.21 Acute Sialoadenitis"
"K11.23","K11.23 Chronic Sialoadenitis"
"K11.9","K11.9 Disease Of Salivary Gland, Unspecified"
"K12.31","K12.31 Oral Mucositis (Ulcerative) Due To Antineoplastic Therapy"
"K13.70","K13.70 Unspecified Lesions Of Oral Mucosa"
"K20.0","K20.0 Eosinophilic Esophagitis"
"K20.8","K20.8 Other Esophagitis"
"K22.2","K22.2 Esophageal Obstruction"
"K22.4","K22.4 Dyskinesia Of Esophagus"
"K26.4","K26.4 Chronic Or Unspecified Duodenal Ulcer With Hemorrhage"
"K27.9","K27.9 Peptic Ulcer, Site Unspecified, Unspecified As Acute Or Chronic, Without Hemorrhage Or Perforation"
"K29.51","K29.51 Unspecified Chronic Gastritis With Bleeding"
"K29.80","K29.80 Duodenitis Without Bleeding"
"K31.811","K31.811 Angiodysplasia Of Stomach And Duodenum With Bleeding"
"K31.82","K31.82 Dieulafoy Lesion (Hemorrhagic) Of Stomach And Duodenum"
"K38.8","K38.8 Other Specified Diseases Of Appendix"
"K40.91","K40.91 Unilateral Inguinal Hernia, Without Obstruction Or Gangrene, Recurrent"
"K42.1","K42.1 Umbilical Hernia With Gangrene"
"K45.8","K45.8 Other Specified Abdominal Hernia Without Obstruction Or Gangrene"
"K46.9","K46.9 Unspecified Abdominal Hernia Without Obstruction Or Gangrene"
"K50.012","K50.012 Crohn'S Disease Of Small Intestine With Intestinal Obstruction"
"K51.018","K51.018 Ulcerative (Chronic) Pancolitis With Other Complication"
"K51.318","K51.318 Ulcerative (Chronic) Rectosigmoiditis With Other Complication"
"K51.40","K51.40 Inflammatory Polyps Of Colon Without Complications"
"K51.813","K51.813 Other Ulcerative Colitis With Fistula"
"K52.29","K52.29 Other Allergic And Dietetic Gastroenteritis And Colitis"
"K55.019","K55.019 Acute (Reversible) Ischemia Of Small Intestine, Extent Unspecified"
"K57.00","K57.00 Diverticulitis Of Small Intestine With Perforation And Abscess Without Bleeding"
"K57.32","K57.32 Diverticulitis Of Large Intestine Without Perforation Or Abscess Without Bleeding"
"K57.80","K57.80 Diverticulitis Of Intestine, Part Unspecified, With Perforation And Abscess Without Bleeding"
"K57.90","K57.90 Diverticulosis Of Intestine, Part Unspecified, Without Perforation Or Abscess Without Bleeding"
"K59.02","K59.02 Outlet Dysfunction Constipation"
"K59.04","K59.04 Chronic Idiopathic Constipation"
"K59.09","K59.09 Other Constipation"
"K59.8","K59.8 Other Specified Functional Intestinal Disorders"
"K62.1","K62.1 Rectal Polyp"
"K62.4","K62.4 Stenosis Of Anus And Rectum"
"K62.5","K62.5 Hemorrhage Of Anus And Rectum"
"K62.89","K62.89 Other Specified Diseases Of Anus And Rectum"
"K64.0","K64.0 First Degree Hemorrhoids"
"K65.8","K65.8 Other Peritonitis"
"K70.31","K70.31 Alcoholic Cirrhosis Of Liver With Ascites"
"K71.8","K71.8 Toxic Liver Disease With Other Disorders Of Liver"
"K72.11","K72.11 Chronic Hepatic Failure With Coma"
"K74.3","K74.3 Primary Biliary Cirrhosis"
"K74.60","K74.60 Unspecified Cirrhosis Of Liver"
"K75.81","K75.81 Nonalcoholic Steatohepatitis (Nash)"
"K76.7","K76.7 Hepatorenal Syndrome"
"K80.11","K80.11 Calculus Of Gallbladder With Chronic Cholecystitis With Obstruction"
"K80.32","K80.32 Calculus Of Bile Duct With Acute Cholangitis Without Obstruction"
"K80.60","K80.60 Calculus Of Gallbladder And Bile Duct With Cholecystitis, Unspecified, Without Obstruction"
"K80.63","K80.63 Calculus Of Gallbladder And Bile Duct With Acute Cholecystitis With Obstruction"
"I82.612","I82.612 Acute Embolism And Thrombosis Of Superficial Veins Of Left Upper Extremity"
"I82.623","I82.623 Acute Embolism And Thrombosis Of Deep Veins Of Upper Extremity, Bilateral"
"I82.712","I82.712 Chronic Embolism And Thrombosis Of Superficial Veins Of Left Upper Extremity"
"I82.812","I82.812 Embolism And Thrombosis Of Superficial Veins Of Left Lower Extremities"
"I82.A13","I82.A13 Acute Embolism And Thrombosis Of Axillary Vein, Bilateral"
"I82.A19","I82.A19 Acute Embolism And Thrombosis Of Unspecified Axillary Vein"
"I82.C22","I82.C22 Chronic Embolism And Thrombosis Of Left Internal Jugular Vein"
"I83.015","I83.015 Varicose Veins Of Right Lower Extremity With Ulcer Other Part Of Foot"
"I83.222","I83.222 Varicose Veins Of Left Lower Extremity With Both Ulcer Of Calf And Inflammation"
"I83.229","I83.229 Varicose Veins Of Left Lower Extremity With Both Ulcer Of Unspecified Site And Inflammation"
"I83.891","I83.891 Varicose Veins Of Right Lower Extremities With Other Complications"
"I87.313","I87.313 Chronic Venous Hypertension (Idiopathic) With Ulcer Of Bilateral Lower Extremity"
"I87.392","I87.392 Chronic Venous Hypertension (Idiopathic) With Other Complications Of Left Lower Extremity"
"I97.51","I97.51 Accidental Puncture And Laceration Of A Circulatory System Organ Or Structure During A Circulatory System Procedure"
"J02.8","J02.8 Acute Pharyngitis Due To Other Specified Organisms"
"J03.91","J03.91 Acute Recurrent Tonsillitis, Unspecified"
"J05.10","J05.10 Acute Epiglottitis Without Obstruction"
"J10.1","J10.1 Influenza Due To Other Influenza Virus With Respiratory Manifestations"
"J18.9","J18.9 Pneumonia, Unspecified Organism"
"J30.81","J30.81 Allergic Rhinitis Due To Animal (Cat) (Dog) Hair And Dander"
"J30.9","J30.9 Allergic Rhinitis, Unspecified"
"J32.2","J32.2 Chronic Ethmoidal Sinusitis"
"J34.1","J34.1 Cyst And Mucocele Of Nose And Nasal Sinus"
"J38.00","J38.00 Paralysis Of Vocal Cords And Larynx, Unspecified"
"J38.5","J38.5 Laryngeal Spasm"
"J38.6","J38.6 Stenosis Of Larynx"
"J39.2","J39.2 Other Diseases Of Pharynx"
"J40","J40 Bronchitis, Not Specified As Acute Or Chronic"
"J41.1","J41.1 Mucopurulent Chronic Bronchitis"
"J43.9","J43.9 Emphysema, Unspecified"
"J45.901","J45.901 Unspecified Asthma With (Acute) Exacerbation"
"J45.990","J45.990 Exercise Induced Bronchospasm"
"J45.991","J45.991 Cough Variant Asthma"
"J80","J80 Acute Respiratory Distress Syndrome"
"J84.10","J84.10 Pulmonary Fibrosis, Unspecified"
"J84.111","J84.111 Idiopathic Interstitial Pneumonia, Not Otherwise Specified"
"J84.89","J84.89 Other Specified Interstitial Pulmonary Diseases"
"J85.0","J85.0 Gangrene And Necrosis Of Lung"
"J86.9","J86.9 Pyothorax Without Fistula"
"J94.2","J94.2 Hemothorax"
"J95.02","J95.02 Infection Of Tracheostomy Stoma"
"J95.811","J95.811 Postprocedural Pneumothorax"
"J95.812","J95.812 Postprocedural Air Leak"
"J95.89","J95.89 Other Postprocedural Complications And Disorders Of Respiratory System, Not Elsewhere Classified"
"J96.90","J96.90 Respiratory Failure, Unspecified, Unspecified Whether With Hypoxia Or Hypercapnia"
"J96.91","J96.91 Respiratory Failure, Unspecified With Hypoxia"
"J98.4","J98.4 Other Disorders Of Lung"
"K03.6","K03.6 Deposits [Accretions] On Teeth"
"K06.8","K06.8 Other Specified Disorders Of Gingiva And Edentulous Alveolar Ridge"
"K11.20","K11.20 Sialoadentitis, Unspecified"
"K11.8","K11.8 Other Diseases Of Salivary Glands"
"K14.8","K14.8 Other Diseases Of Tongue"
"K21.9","K21.9 Gastro-Esophageal Reflux Disease Without Esophagitis"
"K22.719","K22.719 Barr?tt'S Esophagus With Dysplasia, Unspecified"
"K22.8","K22.8 Other Specified Diseases Of Esophagus"
"K25.6","K25.6 Chronic Or Unspecified Gastric Ulcer With Both Hemorrhage And Perforation"
"K29.70","K29.70 Gastritis, Unspecified, Without Bleeding"
"K35.80","K35.80 Unspecified Acute Appendicitis"
"K38.1","K38.1 Appendicular Concretions"
"K43.1","K43.1 Ventral Hernia With Gangrene"
"K43.9","K43.9 Ventral Hernia Without Obstruction Or Gangrene"
"K44.0","K44.0 Diaphragmatic Hernia With Obstruction, Without Gangrene"
"K44.9","K44.9 Diaphragmatic Hernia Without Obstruction Or Gangrene"
"K50.112","K50.112 Crohn'S Disease Of Large Intestine With Intestinal Obstruction"
"K50.818","K50.818 Crohn'S Disease Of Both Small And Large Intestine With Other Complication"
"K51.911","K51.911 Ulcerative Colitis, Unspecified With Rectal Bleeding"
"K51.918","K51.918 Ulcerative Colitis, Unspecified With Other Complication"
"K52.1","K52.1 Toxic Gastroenteritis And Colitis"
"K52.838","K52.838 Other Microscopic Colitis"
"K55.8","K55.8 Other Vascular Disorders Of Intestine"
"K56.50","K56.50 Intestinal Adhesions [Bands], Unspecified As To Partial Versus Complete Obstruction"
"K57.30","K57.30 Diverticulosis Of Large Intestine Without Perforation Or Abscess Without Bleeding"
"K57.92","K57.92 Diverticulitis Of Intestine, Part Unspecified, Without Perforation Or Abscess Without Bleeding"
"K57.93","K57.93 Diverticulitis Of Intestine, Part Unspecified, Without Perforation Or Abscess With Bleeding"
"K59.4","K59.4 Anal Spasm"
"K62.82","K62.82 Dysplasia Of Anus"
"K63.81","K63.81 Dieulafoy Lesion Of Intestine"
"K63.89","K63.89 Other Specified Diseases Of Intestine"
"K65.2","K65.2 Spontaneous Bacterial Peritonitis"
